"Title"	"Artist"	"Time"	"Date"	"Album"	"Composers"	"url"	"spotify_id"	"spotify_uri"
"The Road To Nowhere"	"Radical Face"	"10:12pm"	2016-06-21	"The Road To Nowhere (Single)"	" Ben Cooper"	"https://open.spotify.com/track/1Mp5520Sw13k45on27nRnb"	"1Mp5520Sw13k45on27nRnb"	"spotify:track:1Mp5520Sw13k45on27nRnb"
"Stonemilker"	"Bjork"	"10:16pm"	2016-06-21	"Vulnicura"	"Bjork"	"https://open.spotify.com/track/1Q9PT8sgU7q9IH7kb5dSwv"	"1Q9PT8sgU7q9IH7kb5dSwv"	"spotify:track:1Q9PT8sgU7q9IH7kb5dSwv"
"Henry Lee"	"Zammuto"	"10:24pm"	2016-06-21	"Anchor"	"Traditional"	"https://open.spotify.com/track/4yOfSUC9xZuYewYNZMZwAk"	"4yOfSUC9xZuYewYNZMZwAk"	"spotify:track:4yOfSUC9xZuYewYNZMZwAk"
"Falling Short"	"Lapsley"	"10:27pm"	2016-06-21	"Understudy E.P."	"Lapsley"	"https://open.spotify.com/track/6u9cWDkxbTXaqf4GZP5MHh"	"6u9cWDkxbTXaqf4GZP5MHh"	"spotify:track:6u9cWDkxbTXaqf4GZP5MHh"
"Whisper"	"Islands"	"10:31pm"	2016-06-21	"Taste"	" Nick Thorburn"	"https://open.spotify.com/track/1dY7eZZVGhrZjvNLNUhol1"	"1dY7eZZVGhrZjvNLNUhol1"	"spotify:track:1dY7eZZVGhrZjvNLNUhol1"
"Island"	"Etiquette"	"10:35pm"	2016-06-21	"Reminisce"	" Julie Fader, Graham Walsh"	"https://open.spotify.com/track/425b5YdhKt1M1s4LLiJnRx"	"425b5YdhKt1M1s4LLiJnRx"	"spotify:track:425b5YdhKt1M1s4LLiJnRx"
"Bring On The Night"	"Jim Guthrie"	"10:41pm"	2016-06-21	"Takes Time"	" Jim Guthrie"	"https://open.spotify.com/track/4mQK2JQiPimJ6en9MJiNJf"	"4mQK2JQiPimJ6en9MJiNJf"	"spotify:track:4mQK2JQiPimJ6en9MJiNJf"
"Unsurfed Waves"	"Snowblink"	"10:43pm"	2016-06-21	"Inner Classics"	" Daniela Gesundheit"	"https://open.spotify.com/track/5SI2IwhTT6an2AGlyH7cDs"	"5SI2IwhTT6an2AGlyH7cDs"	"spotify:track:5SI2IwhTT6an2AGlyH7cDs"
"And Then It Rained"	"Bing & Ruth"	"10:47pm"	2016-06-21	"City Lake"	" David Moore"	"https://open.spotify.com/track/6uXVIBmojLA2TiNLp9tLjm"	"6uXVIBmojLA2TiNLp9tLjm"	"spotify:track:6uXVIBmojLA2TiNLp9tLjm"
"Little Lover"	"The Barr Brothers"	"10:52pm"	2016-06-21	"Sleeping Operator"	" Brad Barr, Andrew Barr, Sarah Page"	"https://open.spotify.com/track/4wx3CZ1ykwZj7KY8S2dkC9"	"4wx3CZ1ykwZj7KY8S2dkC9"	"spotify:track:4wx3CZ1ykwZj7KY8S2dkC9"
"Muscle Memory"	"Caveboy"	"10:56pm"	2016-06-21	"Caveboy Ep"	" Isabelle Banos, Lana Cooney, Michelle Bensimon"	"https://open.spotify.com/track/1aYmgBGK7O6D3ggJCtPXPf"	"1aYmgBGK7O6D3ggJCtPXPf"	"spotify:track:1aYmgBGK7O6D3ggJCtPXPf"
"Mandalay"	"Max Ll"	"11:03pm"	2016-06-21	"Collecting Sounds Around The World"	"Max Ll"	"https://open.spotify.com/track/2DZR85HLyQQ451Qxs6SSWr"	"2DZR85HLyQQ451Qxs6SSWr"	"spotify:track:2DZR85HLyQQ451Qxs6SSWr"
"You Don't Know Me"	"The Polyphonic Spree, Set In Sand"	"11:07pm"	2016-06-21	"You Don't Know Me (Single)"	" Tim Delaughter"	NA	NA	NA
"The Wheel"	"Sohn"	"11:12pm"	2016-06-21	"Tremors"	"Sohn"	"https://open.spotify.com/track/5dJCYzLWPrhlPLhcsrkaBi"	"5dJCYzLWPrhlPLhcsrkaBi"	"spotify:track:5dJCYzLWPrhlPLhcsrkaBi"
"Song Of The Piano Man"	"Alana Yorke"	"11:17pm"	2016-06-21	"Dream Magic"	" Alana Yorke, Lisa Lipton"	"https://open.spotify.com/track/47s1ymUpxsL6M5CgzNOFR3"	"47s1ymUpxsL6M5CgzNOFR3"	"spotify:track:47s1ymUpxsL6M5CgzNOFR3"
"Amanda"	"Reptar"	"11:21pm"	2016-06-21	"Lurid Glow"	" William Kennedy, Graham Ulicny, Andrew Mcfarland, Ryan Engelberger"	"https://open.spotify.com/track/0wQtifw4Z00s9qwecKNKIy"	"0wQtifw4Z00s9qwecKNKIy"	"spotify:track:0wQtifw4Z00s9qwecKNKIy"
"Club Meds"	"Dan Mangan + Blacksmith"	"11:26pm"	2016-06-21	"Club Meds"	" Dan Mangan"	NA	NA	NA
"My Armour"	"Kathryn Calder"	"11:30pm"	2016-06-21	"My Armour (Single)"	" Kathryn Calder"	"https://open.spotify.com/track/5YwxTsSGvJEakoPiWVVtcM"	"5YwxTsSGvJEakoPiWVVtcM"	"spotify:track:5YwxTsSGvJEakoPiWVVtcM"
"The Sound Of Silence"	"I Speak Machine"	"11:34pm"	2016-06-21	"The Sound Of Silence (Single)"	" Paul Simon, Didier Barbelivien"	NA	NA	NA
"Popolipo (Feat. Sjamsoedin)"	"Pierre Kwenders, Sjamsoedin"	"11:37pm"	2016-06-21	"Pierre Kwenders: Popolipo (The Remixes)  Ep"	" Pierre Kwenders,Samito"	"https://open.spotify.com/track/3GTN6zXped540cq58z6Lgd"	"3GTN6zXped540cq58z6Lgd"	"spotify:track:3GTN6zXped540cq58z6Lgd"
"Mon Amour Est Un Loup"	"Yann Perreau"	"11:44pm"	2016-06-21	"Yann Perreau: Le Fantastique Des Astres"	"Tante Blanche, Yann Perreau"	"https://open.spotify.com/track/5p1Mwov606QNMMC965AlTr"	"5p1Mwov606QNMMC965AlTr"	"spotify:track:5p1Mwov606QNMMC965AlTr"
"Truth Is The Freshest Fruit"	"Jennifer Castle"	"11:49pm"	2016-06-21	"Pink City"	" Jennifer Castle"	"https://open.spotify.com/track/3x5MjuPvsp9TixbWogoTiC"	"3x5MjuPvsp9TixbWogoTiC"	"spotify:track:3x5MjuPvsp9TixbWogoTiC"
"Demon Host"	"Timber Timbre"	"11:52pm"	2016-06-21	"Timber Timbre"	" Taylor Kirk"	"https://open.spotify.com/track/12ASOk7O3bVpUxymu63muA"	"12ASOk7O3bVpUxymu63muA"	"spotify:track:12ASOk7O3bVpUxymu63muA"
"You Will Never Get To Heaven"	"Dreamsploitation"	"11:55pm"	2016-06-21	"Possibles"	" Chuck Blazevic"	NA	NA	NA
"Surrender"	"Briana Marela"	"10pm"	2016-06-22	"Surrender (Single)"	" Briana Marela"	"https://open.spotify.com/track/4xdH8RKlMivr1bwdOSYX7F"	"4xdH8RKlMivr1bwdOSYX7F"	"spotify:track:4xdH8RKlMivr1bwdOSYX7F"
"Burn The Witch"	"Radiohead"	"10:03pm"	2016-06-22	"A Moon Shaped Pool"	" Thom Yorke"	"https://open.spotify.com/track/3pcCifdPTc2BbqmWpEhtUd"	"3pcCifdPTc2BbqmWpEhtUd"	"spotify:track:3pcCifdPTc2BbqmWpEhtUd"
"Christine"	"Christine And The Queens"	"10:07pm"	2016-06-22	"Christine And The Queens: Chaleur Humaine"	"Christine And The Queens"	"https://open.spotify.com/track/1t7MoY90VyXQDhAGQqYbnJ"	"1t7MoY90VyXQDhAGQqYbnJ"	"spotify:track:1t7MoY90VyXQDhAGQqYbnJ"
"Play It On My Radio"	"Niki & The Dove"	"10:12pm"	2016-06-22	"Play It On My Radio (Single)"	" Malin Dahlstrom, Magnus Boqvist, Gustaf Karlof"	"https://open.spotify.com/track/68zrJREOR8gHEZFQF1bo62"	"68zrJREOR8gHEZFQF1bo62"	"spotify:track:68zrJREOR8gHEZFQF1bo62"
"Bittersweet Genesis For Him And Her"	"Kishi Bashi"	"10:17pm"	2016-06-22	"Lighght"	" Kishi Bashi"	"https://open.spotify.com/track/7MehbJjRhHKPuJ2Sh6QHVt"	"7MehbJjRhHKPuJ2Sh6QHVt"	"spotify:track:7MehbJjRhHKPuJ2Sh6QHVt"
"Don't Go"	"Hannah Georgas"	"10:21pm"	2016-06-22	"For Evelyn"	" Hannah Georgas, Ryan Guldemond"	"https://open.spotify.com/track/5ycugTzThpIFF83D0i3oJg"	"5ycugTzThpIFF83D0i3oJg"	"spotify:track:5ycugTzThpIFF83D0i3oJg"
"Lantern"	"The White Birch"	"10:25pm"	2016-06-22	"The Weight Of Spring"	" Ola Flottum"	"https://open.spotify.com/track/5z8iUFp7IK5ycbXIZ4EWc5"	"5z8iUFp7IK5ycbXIZ4EWc5"	"spotify:track:5z8iUFp7IK5ycbXIZ4EWc5"
"Better Off Alone"	"Senior Citizen"	"10:31pm"	2016-06-22	"The Hawk"	"Senior Citizen"	"https://open.spotify.com/track/2Y2rwnNXz6uvNCabcLqY2S"	"2Y2rwnNXz6uvNCabcLqY2S"	"spotify:track:2Y2rwnNXz6uvNCabcLqY2S"
"Let Wonder In"	"Christine Bougie"	"10:34pm"	2016-06-22	"Hearts And Galaxies"	" Christine Bougie"	"https://open.spotify.com/track/2wkQD3rgUh6nBpcpJUGD3V"	"2wkQD3rgUh6nBpcpJUGD3V"	"spotify:track:2wkQD3rgUh6nBpcpJUGD3V"
"The Good Light"	"Larch"	"10:38pm"	2016-06-22	"Larch"	" Zander Sherman, Rory Stevens Jordan"	"https://open.spotify.com/track/26mongNWImbe26PNjzIEPX"	"26mongNWImbe26PNjzIEPX"	"spotify:track:26mongNWImbe26PNjzIEPX"
"Amsterdam"	"Valery Gore"	"10:42pm"	2016-06-22	"Idols In The Dark Heart"	" Valery Gore"	"https://open.spotify.com/track/1T3qjt4aMI1xkp8InGuL7T"	"1T3qjt4aMI1xkp8InGuL7T"	"spotify:track:1T3qjt4aMI1xkp8InGuL7T"
